tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_winner
2022-1039,Monterrey,Hard,32,I,20220228,278,203463,6,,Nuria Parrizas Diaz,R,167.0,ESP,30.6,201595,,,Misaki Doi,L,159.0,JPN,30.8,6-2 6-1,3,R32,65.0,2.0,0.0,48.0,35.0,22.0,8.0,7.0,1.0,2.0,0.0,5.0,47.0,22.0,9.0,8.0,8.0,5.0,11.0,51.0,1103.0,87.0,780.0,0
2022-560,Us Open,Hard,128,G,20220829,138,211817,,,Elena Gabriela Ruse,R,,ROU,24.8,201611,,,Daria Saville,R,166.0,AUS,28.4,3-6 6-2 6-4,3,R128,135.0,0.0,5.0,84.0,49.0,29.0,19.0,14.0,8.0,13.0,1.0,4.0,84.0,58.0,31.0,12.0,13.0,3.0,9.0,101.0,626.0,58.0,997.0,0
2024-406,Strasbourg,Clay,32,I,20240520,300,201619,4,,Madison Keys,R,178.0,USA,29.2,203389,3,,Danielle Collins,R,178.0,USA,30.4,6-1 6-2,3,F,72.0,1.0,3.0,45.0,28.0,19.0,9.0,7.0,2.0,3.0,2.0,5.0,60.0,39.0,19.0,6.0,8.0,10.0,16.0,16.0,2783.0,12.0,3148.0,0
2022-1086,St. Petersburg,Hard,32,P,20220207,285,206289,1,,Maria Sakkari,R,172.0,GRE,26.5,215713,,,Anastasia Potapova,R,175.0,RUS,20.8,6-4 6-4,3,R32,103.0,4.0,5.0,90.0,55.0,37.0,14.0,10.0,12.0,14.0,2.0,4.0,60.0,40.0,26.0,6.0,10.0,3.0,7.0,7.0,4071.0,75.0,895.0,0
2024-709,Rome,Clay,128,PM,20240506,245,213550,,,Sofia Kenin,R,170.0,USA,25.4,202460,8,,Ons Jabeur,R,167.0,TUN,29.6,7-5 2-6 6-4,3,R64,137.0,0.0,5.0,102.0,59.0,36.0,20.0,15.0,6.0,12.0,9.0,5.0,114.0,61.0,39.0,21.0,15.0,13.0,19.0,58.0,1094.0,9.0,3748.0,0
2023-2072,Monastir,Hard,32,I,20231016,289,216262,8,,Clara Burel,R,176.0,FRA,22.5,222965,,WC,Erika Andreeva,R,,RUS,19.3,6-0 5-7 7-6(2),3,R16,156.0,0.0,1.0,93.0,47.0,30.0,21.0,15.0,5.0,11.0,0.0,3.0,117.0,87.0,46.0,11.0,15.0,16.0,24.0,74.0,895.0,130.0,540.0,0
2022-1005,Rabat,Clay,32,I,20220516,300,203354,,,Martina Trevisan,L,160.0,ITA,28.5,214906,,,Claire Liu,R,170.0,USA,21.9,6-2 6-1,3,F,92.0,0.0,3.0,70.0,46.0,29.0,12.0,7.0,9.0,10.0,1.0,2.0,51.0,31.0,12.0,7.0,8.0,5.0,11.0,85.0,783.0,92.0,715.0,0
2024-2085,Merida,Hard,32,I,20241028,273,211411,,,Nina Stojanovic,R,176.0,SRB,28.2,213583,7,,Tatjana Maria,R,172.0,GER,37.2,6-4 6-4,3,R32,120.0,2.0,5.0,68.0,42.0,24.0,16.0,10.0,6.0,9.0,3.0,2.0,69.0,35.0,18.0,14.0,10.0,4.0,9.0,560.0,83.0,98.0,781.0,0
2024-2082,Austin,Hard,32,I,20240226,279,221985,,,Darja Semenistaja,L,,LAT,21.4,223286,,WC,Victoria Jimenez Kasintseva,L,,AND,18.5,6-7(2) 6-2 6-4,3,R32,148.0,2.0,2.0,103.0,67.0,38.0,24.0,15.0,6.0,9.0,4.0,5.0,106.0,61.0,38.0,21.0,15.0,9.0,15.0,115.0,654.0,318.0,217.0,0
2022-2011,Lyon,Hard,32,I,20220228,287,214388,,,Anna Bondar,R,,HUN,24.7,211107,,Q,Katie Boulter,R,180.0,GBR,25.5,6-3 RET,3,R16,44.0,3.0,0.0,20.0,16.0,13.0,3.0,4.0,0.0,0.0,0.0,1.0,30.0,17.0,11.0,5.0,5.0,2.0,4.0,79.0,830.0,136.0,469.0,0
2022-540,Wimbledon,Grass,128,G,20220627,148,206289,5,,Maria Sakkari,R,172.0,GRE,26.9,211941,,,Zoe Hives,R,,AUS,25.6,6-1 6-4,3,R128,78.0,5.0,3.0,46.0,25.0,18.0,11.0,8.0,2.0,4.0,0.0,2.0,71.0,43.0,21.0,9.0,9.0,7.0,13.0,5.0,4205.0,571.0,71.0,0
2022-1038,Madrid,Clay,64,P,20220428,275,201458,15,,Victoria Azarenka,R,180.0,BLR,32.7,214461,,,Tamara Zidansek,R,168.0,SLO,24.3,3-6 6-1 6-3,3,R32,140.0,5.0,8.0,88.0,45.0,32.0,19.0,12.0,3.0,6.0,2.0,7.0,93.0,56.0,33.0,15.0,13.0,12.0,18.0,17.0,2281.0,24.0,1756.0,0
2024-2036,Budapest,Clay,32,I,20240715,296,220332,,,Eva Lys,R,165.0,GER,22.5,211685,,,Rebecca Sramkova,R,,SVK,27.7,4-6 6-3 7-6(5),3,QF,146.0,1.0,7.0,94.0,54.0,32.0,20.0,15.0,1.0,7.0,3.0,4.0,102.0,65.0,37.0,18.0,16.0,5.0,12.0,129.0,584.0,109.0,679.0,0
2023-609,Indian Wells,Hard,96,PM,20230306,247,215713,26,,Anastasia Potapova,R,175.0,RUS,21.9,216016,,,Xiyu Wang,L,,CHN,21.9,4-6 7-6(4) 6-2,3,R64,162.0,1.0,4.0,98.0,68.0,40.0,14.0,15.0,6.0,12.0,2.0,3.0,100.0,60.0,34.0,18.0,15.0,10.0,17.0,28.0,1439.0,59.0,941.0,0
2023-2050,Cluj Napoca,Hard,32,I,20231016,271,214388,,,Anna Bondar,R,,HUN,26.3,222506,,Q,Anastasiya Soboleva,U,,UKR,19.4,5-7 6-2 6-3,3,R32,127.0,3.0,3.0,69.0,40.0,27.0,14.0,14.0,3.0,8.0,0.0,3.0,101.0,70.0,35.0,14.0,15.0,9.0,17.0,116.0,613.0,328.0,190.0,0
2022-540,Wimbledon,Grass,128,G,20220627,212,201548,,,Ajla Tomljanovic,R,180.0,AUS,29.1,201427,,,Alize Cornet,R,173.0,FRA,32.4,4-6 6-4 6-3,3,R16,155.0,3.0,4.0,106.0,69.0,40.0,13.0,14.0,9.0,16.0,0.0,7.0,94.0,49.0,30.0,16.0,15.0,6.0,15.0,44.0,1221.0,37.0,1311.0,0
2023-800,Adelaide 1,Hard,32,P,20230102,294,214544,2,,Aryna Sabalenka,R,182.0,BLR,24.6,214954,,SR,Marketa Vondrousova,L,173.0,CZE,23.5,6-3 7-5,3,QF,93.0,6.0,4.0,73.0,44.0,32.0,14.0,11.0,6.0,8.0,5.0,2.0,73.0,51.0,32.0,7.0,10.0,8.0,12.0,5.0,3925.0,92.0,662.0,0
2022-2036,Budapest,Clay,32,I,20220711,281,201709,3,,Yulia Putintseva,R,163.0,KAZ,27.5,203533,,,Anna Karolina Schmiedlova,R,176.0,SVK,27.8,6-4 6-1,3,R32,97.0,1.0,3.0,78.0,51.0,32.0,11.0,9.0,11.0,14.0,2.0,2.0,47.0,24.0,10.0,7.0,8.0,2.0,8.0,32.0,1405.0,76.0,800.0,0
2022-822,s Hertogenbosch,Grass,32,I,20220606,287,206368,6,,Veronika Kudermetova,R,175.0,RUS,25.1,215020,,,Anna Blinkova,R,179.0,RUS,23.7,5-7 5-2 RET,3,R16,96.0,1.0,3.0,62.0,37.0,24.0,13.0,10.0,4.0,7.0,2.0,3.0,65.0,41.0,25.0,10.0,10.0,5.0,8.0,24.0,1945.0,120.0,545.0,0
2023-806,Montreal,Hard,64,P,20230807,263,203389,,Q,Danielle Collins,R,178.0,USA,29.6,202494,,,Elina Svitolina,R,174.0,UKR,28.9,6-2 6-2,3,R64,71.0,3.0,3.0,51.0,27.0,18.0,17.0,8.0,2.0,2.0,3.0,3.0,50.0,33.0,21.0,6.0,8.0,4.0,8.0,49.0,1082.0,27.0,1578.0,0
2024-405,Osaka,Hard,32,I,20241014,278,220589,5,,Elina Avanesyan,R,,ARM,22.0,221909,,,Ashlyn Krueger,R,185.0,USA,20.4,7-6(1) 6-3,3,R32,90.0,3.0,1.0,75.0,57.0,38.0,5.0,11.0,6.0,10.0,5.0,7.0,65.0,37.0,19.0,11.0,10.0,1.0,6.0,48.0,1177.0,65.0,969.0,0
2023-1038,Madrid,Clay,96,PM,20230424,255,201615,,,Lesia Tsurenko,R,174.0,UKR,33.9,213525,25,,Jil Teichmann,L,170.0,SUI,25.7,3-6 6-2 6-4,3,R64,150.0,0.0,3.0,85.0,58.0,39.0,10.0,13.0,6.0,10.0,2.0,3.0,104.0,66.0,42.0,14.0,14.0,7.0,13.0,77.0,754.0,30.0,1300.0,0
2024-1020,Beijing,Hard,128,PM,20240925,268,201619,18,,Madison Keys,R,178.0,USA,29.6,204427,,Q,Sara Sorribes Tormo,R,176.0,ESP,27.9,6-2 6-1,3,R64,82.0,3.0,5.0,49.0,38.0,31.0,2.0,7.0,4.0,4.0,0.0,5.0,61.0,45.0,20.0,6.0,8.0,8.0,13.0,24.0,2076.0,104.0,677.0,0
2024-1082,Prague,Clay,32,I,20240722,300,202663,4,,Magda Linette,R,171.0,POL,32.4,211684,6,,Magdalena Frech,R,171.0,POL,26.6,6-2 6-1,3,F,80.0,2.0,3.0,51.0,32.0,27.0,8.0,8.0,4.0,4.0,0.0,1.0,52.0,32.0,19.0,7.0,7.0,3.0,7.0,48.0,1171.0,57.0,1049.0,0
2024-1096,Hua Hin,Hard,32,I,20240129,276,206374,,,Yafan Wang,R,170.0,CHN,29.7,252499,,Q,Alina Korneeva,U,,RUS,16.6,6-2 6-4,3,R32,92.0,2.0,2.0,64.0,36.0,27.0,14.0,9.0,5.0,6.0,2.0,2.0,56.0,24.0,14.0,16.0,9.0,2.0,6.0,78.0,900.0,141.0,537.0,0
2024-580,Australian Open,Hard,128,G,20240115,189,220348,,,Diane Parry,R,170.0,FRA,21.3,215872,,,Kamilla Rakhimova,R,,RUS,22.3,7-5 6-2,3,R64,103.0,11.0,3.0,75.0,48.0,38.0,10.0,10.0,6.0,7.0,2.0,7.0,70.0,41.0,27.0,11.0,10.0,6.0,10.0,72.0,943.0,90.0,793.0,0
2022-1086,St. Petersburg,Hard,32,P,20220207,299,206289,1,,Maria Sakkari,R,172.0,GRE,26.5,201593,,,Irina Camelia Begu,R,181.0,ROU,31.4,6-4 6-7(4) 6-4,3,SF,184.0,2.0,3.0,110.0,59.0,40.0,23.0,16.0,7.0,12.0,3.0,4.0,111.0,70.0,42.0,18.0,16.0,6.0,13.0,7.0,4071.0,56.0,1043.0,0
2024-822,s Hertogenbosch,Grass,32,I,20240610,281,211768,,WC,Naomi Osaka,R,180.0,JPN,26.6,210722,4,,Elise Mertens,R,179.0,BEL,28.5,6-2 6-4,3,R32,69.0,7.0,2.0,54.0,31.0,28.0,12.0,9.0,1.0,1.0,3.0,2.0,48.0,26.0,18.0,10.0,9.0,0.0,3.0,125.0,614.0,32.0,1629.0,0
2023-609,Indian Wells,Hard,96,PM,20230306,211,203463,,,Nuria Parrizas Diaz,R,167.0,ESP,31.6,220714,,,Elisabetta Cocciaretto,R,,ITA,22.1,6-3 7-5,3,R128,104.0,2.0,4.0,67.0,47.0,33.0,10.0,11.0,2.0,4.0,3.0,1.0,76.0,52.0,30.0,12.0,10.0,13.0,17.0,88.0,710.0,50.0,1076.0,0
2023-1056,Tokyo,Hard,32,P,20230925,283,215037,,,Kayla Day,L,173.0,USA,23.9,220416,,WC,Moyuka Uchijima,R,171.0,JPN,22.1,6-2 6-2,3,R32,66.0,3.0,4.0,47.0,27.0,22.0,12.0,8.0,1.0,1.0,7.0,3.0,44.0,27.0,16.0,9.0,8.0,2.0,6.0,96.0,729.0,160.0,481.0,0
2024-580,Australian Open,Hard,128,G,20240115,105,202600,,,Viktoriya Tomova,R,170.0,BUL,28.8,215037,,,Kayla Day,L,173.0,USA,24.2,6-4 6-2,3,R128,112.0,2.0,4.0,66.0,46.0,33.0,7.0,9.0,4.0,6.0,2.0,2.0,79.0,48.0,24.0,14.0,9.0,10.0,15.0,70.0,957.0,86.0,825.0,0
2023-405,Osaka,Hard,32,I,20230911,299,202684,1,,Lin Zhu,R,173.0,CHN,29.6,216133,3,,Xin Yu Wang,R,182.0,CHN,21.9,7-5 7-6(6),3,SF,124.0,2.0,2.0,97.0,61.0,39.0,18.0,12.0,6.0,9.0,1.0,2.0,70.0,51.0,32.0,7.0,12.0,2.0,6.0,35.0,1268.0,39.0,1261.0,0
2024-540,Wimbledon,Grass,128,G,20240701,161,216262,,,Clara Burel,R,176.0,FRA,23.2,220332,,Q,Eva Lys,R,165.0,GER,22.4,6-2 6-4,3,R128,62.0,9.0,4.0,55.0,31.0,25.0,14.0,9.0,2.0,2.0,1.0,4.0,55.0,35.0,22.0,9.0,9.0,6.0,9.0,45.0,1288.0,129.0,592.0,0
2023-2040,Cleveland,Hard,32,I,20230821,293,201614,1,,Caroline Garcia,R,177.0,FRA,29.8,220548,,,Peyton Stearns,R,,USA,21.8,7-6(4) 6-3,3,R16,97.0,10.0,7.0,58.0,30.0,25.0,14.0,10.0,2.0,4.0,4.0,3.0,78.0,42.0,29.0,16.0,11.0,7.0,11.0,7.0,3820.0,58.0,956.0,0
2023-560,Us Open,Hard,128,G,20230828,194,216262,,,Clara Burel,R,176.0,FRA,22.4,201662,25,,Karolina Pliskova,R,184.0,CZE,31.4,6-4 6-2,3,R64,68.0,4.0,3.0,53.0,26.0,16.0,16.0,9.0,2.0,4.0,6.0,2.0,52.0,32.0,19.0,8.0,9.0,5.0,10.0,62.0,935.0,25.0,1685.0,0
2024-540,Wimbledon,Grass,128,G,20240701,103,211701,27,,Katerina Siniakova,R,174.0,CZE,28.1,222233,,Q,Marina Stakusic,R,,CAN,19.5,6-4 6-2,3,R128,107.0,7.0,3.0,64.0,46.0,34.0,7.0,9.0,8.0,9.0,2.0,5.0,104.0,63.0,30.0,24.0,9.0,20.0,24.0,36.0,1546.0,164.0,456.0,0
2022-520,Roland Garros,Clay,128,G,20220523,199,201593,,,Irina Camelia Begu,R,181.0,ROU,31.7,206417,,,Leolia Jeanjean,R,,FRA,26.7,6-1 6-4,3,R32,,2.0,3.0,66.0,50.0,33.0,9.0,9.0,10.0,11.0,0.0,4.0,42.0,23.0,13.0,8.0,8.0,3.0,7.0,63.0,1004.0,227.0,307.0,0
2024-1077,Jiujiang,Hard,32,I,20241028,276,202453,,WC,Saisai Zheng,R,170.0,CHN,30.7,213544,,,Jana Fett,R,168.0,CRO,27.9,6-4 2-6 6-4,3,R32,145.0,2.0,3.0,91.0,68.0,40.0,12.0,14.0,6.0,11.0,2.0,12.0,81.0,41.0,29.0,18.0,14.0,3.0,8.0,988.0,19.0,105.0,685.0,0
2024-560,Us Open,Hard,128,G,20240826,119,213887,,,Renata Zarazua,R,,MEX,26.9,201614,28,,Caroline Garcia,R,177.0,FRA,30.8,6-1 6-4,3,R128,78.0,0.0,5.0,59.0,29.0,20.0,19.0,9.0,6.0,7.0,6.0,7.0,45.0,27.0,16.0,5.0,8.0,2.0,6.0,92.0,784.0,30.0,1808.0,0
2024-540,Wimbledon,Grass,128,G,20240701,193,215613,19,,Emma Navarro,R,,USA,23.1,211768,,WC,Naomi Osaka,R,180.0,JPN,26.7,6-4 6-1,3,R64,59.0,0.0,1.0,45.0,33.0,27.0,7.0,8.0,0.0,0.0,4.0,0.0,48.0,30.0,19.0,8.0,9.0,1.0,5.0,17.0,2323.0,113.0,669.0,0
2023-806,Montreal,Hard,64,P,20230807,292,203389,,Q,Danielle Collins,R,178.0,USA,29.6,220367,,WC,Leylah Fernandez,L,168.0,CAN,20.9,6-2 6-3,3,R16,80.0,1.0,2.0,47.0,24.0,20.0,17.0,9.0,0.0,0.0,0.0,5.0,64.0,45.0,27.0,7.0,8.0,7.0,10.0,49.0,1082.0,88.0,764.0,0
2024-1038,Madrid,Clay,128,PM,20240422,267,201458,23,,Victoria Azarenka,R,180.0,BLR,34.7,213583,,,Tatjana Maria,R,172.0,GER,36.7,6-3 6-1,3,R64,81.0,2.0,1.0,56.0,38.0,24.0,11.0,8.0,5.0,7.0,4.0,1.0,53.0,27.0,12.0,8.0,8.0,2.0,8.0,26.0,1969.0,67.0,1019.0,0
2024-806,Toronto,Hard,64,PM,20240805,273,216153,,,Amanda Anisimova,R,180.0,USA,22.9,214082,5,,Daria Kasatkina,R,170.0,RUS,27.2,6-4 6-3,3,R32,90.0,2.0,4.0,64.0,38.0,26.0,9.0,10.0,5.0,9.0,4.0,11.0,74.0,36.0,20.0,12.0,9.0,11.0,17.0,132.0,556.0,12.0,3283.0,0
2022-609,Indian Wells,Hard,96,P,20220307,184,216146,,,Marta Kostyuk,R,175.0,UKR,19.6,202628,,,Maryna Zanevska,R,175.0,BEL,28.5,6-7(5) 7-6(6) 7-5,3,R128,189.0,3.0,8.0,130.0,81.0,51.0,21.0,18.0,7.0,13.0,1.0,7.0,131.0,75.0,48.0,18.0,18.0,8.0,15.0,54.0,1085.0,68.0,930.0,0
2022-2058,Melbourne 1,Hard,32,I,20220103,270,201594,2,,Simona Halep,R,168.0,ROU,30.2,206368,3,,Veronika Kudermetova,R,175.0,RUS,24.6,6-2 6-3,3,F,75.0,2.0,4.0,62.0,41.0,26.0,12.0,9.0,4.0,6.0,0.0,1.0,44.0,27.0,13.0,7.0,8.0,2.0,7.0,20.0,2576.0,31.0,1870.0,0
2023-560,Us Open,Hard,128,G,20230828,188,202460,5,,Ons Jabeur,R,167.0,TUN,28.9,222328,,,Linda Noskova,R,,CZE,18.7,7-6(7) 4-6 6-3,3,R64,129.0,7.0,3.0,112.0,58.0,40.0,28.0,16.0,7.0,11.0,4.0,3.0,94.0,54.0,36.0,19.0,16.0,2.0,6.0,5.0,4831.0,41.0,1174.0,0
2022-2020,Istanbul,Clay,32,I,20220418,277,214388,,,Anna Bondar,R,,HUN,24.8,206124,8,,Tereza Martincova,R,178.0,CZE,27.4,6-4 7-5,3,R32,101.0,7.0,4.0,71.0,40.0,29.0,17.0,11.0,7.0,9.0,2.0,0.0,75.0,65.0,36.0,5.0,11.0,4.0,8.0,72.0,894.0,49.0,1128.0,0
2024-580,Australian Open,Hard,128,G,20240115,133,220589,,,Elina Avanesyan,R,,ARM,21.3,222296,,,Zhuoxuan Bai,R,,CHN,21.1,4-6 7-5 6-2,3,R128,147.0,0.0,3.0,95.0,65.0,38.0,13.0,15.0,6.0,12.0,0.0,0.0,90.0,62.0,30.0,14.0,15.0,5.0,13.0,74.0,939.0,87.0,825.0,0
2023-1024,Seoul,Hard,32,I,20231009,299,202468,1,,Jessica Pegula,R,170.0,USA,29.6,201518,,,Yanina Wickmayer,R,182.0,BEL,33.9,6-4 6-3,3,SF,80.0,0.0,2.0,54.0,35.0,25.0,11.0,9.0,2.0,3.0,2.0,5.0,65.0,46.0,28.0,7.0,10.0,10.0,14.0,4.0,5955.0,83.0,826.0,0
2022-560,Us Open,Hard,128,G,20220829,166,215898,,,Jule Niemeier,R,178.0,GER,23.0,201709,,,Yulia Putintseva,R,163.0,KAZ,27.6,6-4 6-3,3,R64,93.0,5.0,5.0,46.0,19.0,17.0,18.0,9.0,1.0,2.0,2.0,4.0,87.0,57.0,36.0,12.0,10.0,6.0,10.0,108.0,601.0,38.0,1295.0,0
2023-1074,Hong Kong,Hard,32,I,20231009,295,203354,6,,Martina Trevisan,L,160.0,ITA,29.9,210722,3,,Elise Mertens,R,179.0,BEL,27.8,6-4 6-3,3,QF,88.0,3.0,2.0,65.0,44.0,28.0,11.0,9.0,5.0,8.0,3.0,4.0,50.0,28.0,18.0,5.0,10.0,0.0,6.0,42.0,1227.0,41.0,1244.0,0
2022-2073,Tallinn,Hard,32,I,20220926,295,206252,7,,Barbora Krejcikova,R,178.0,CZE,26.7,206242,3,,Beatriz Haddad Maia,L,185.0,BRA,26.3,6-3 6-4,3,QF,83.0,1.0,2.0,44.0,28.0,22.0,12.0,9.0,1.0,2.0,3.0,0.0,60.0,41.0,22.0,12.0,10.0,3.0,7.0,27.0,1627.0,15.0,2295.0,0
2023-405,Osaka,Hard,32,I,20230911,291,216133,3,,Xin Yu Wang,R,182.0,CHN,21.9,221124,,Q,Himeno Sakatsume,R,,JPN,22.1,6-4 6-2,3,R16,88.0,4.0,2.0,53.0,34.0,25.0,11.0,9.0,0.0,1.0,1.0,3.0,71.0,44.0,26.0,12.0,9.0,10.0,14.0,39.0,1261.0,184.0,386.0,0
2023-2088,Abu Dhabi,Hard,32,P,20230206,293,214082,1,,Daria Kasatkina,R,170.0,RUS,25.7,213525,,,Jil Teichmann,L,170.0,SUI,25.5,1-6 6-0 6-2,3,R16,103.0,0.0,3.0,64.0,50.0,32.0,3.0,10.0,2.0,6.0,3.0,4.0,76.0,51.0,28.0,8.0,11.0,9.0,16.0,8.0,3380.0,28.0,1429.0,0
2022-540,Wimbledon,Grass,128,G,20220627,114,211279,,,Harriet Dart,R,175.0,GBR,25.9,214119,,,Rebeka Masarova,R,186.0,ESP,22.8,6-1 6-4,3,R128,76.0,2.0,2.0,61.0,38.0,23.0,13.0,8.0,3.0,5.0,5.0,4.0,59.0,38.0,19.0,7.0,9.0,6.0,12.0,94.0,735.0,146.0,429.0,0
2022-1017,Cincinnati,Hard,64,P,20220815,282,214981,,,Elena Rybakina,R,184.0,KAZ,23.1,202469,8,,Garbine Muguruza,R,182.0,ESP,28.8,6-3 6-1,3,R32,73.0,8.0,1.0,45.0,23.0,16.0,12.0,8.0,2.0,4.0,5.0,5.0,64.0,39.0,24.0,4.0,8.0,4.0,10.0,25.0,1765.0,9.0,2990.0,0
2022-822,s Hertogenbosch,Grass,32,I,20220606,277,206420,7,,Ekaterina Alexandrova,R,175.0,RUS,27.5,215035,,,Dayana Yastremska,R,175.0,UKR,22.0,2-6 7-6(1) 6-2,3,R32,117.0,8.0,7.0,81.0,48.0,32.0,17.0,14.0,1.0,6.0,2.0,12.0,94.0,48.0,34.0,17.0,14.0,7.0,12.0,30.0,1526.0,80.0,814.0,0
2024-2050,Cluj-Napoca,Hard,32,I,20240205,291,211713,,,Jaqueline Cristian,R,180.0,ROU,25.6,220704,,,Clara Tauson,R,182.0,DEN,21.1,6-4 6-0,3,R16,81.0,4.0,2.0,49.0,32.0,27.0,9.0,8.0,2.0,2.0,2.0,7.0,55.0,30.0,19.0,9.0,8.0,6.0,10.0,81.0,891.0,80.0,895.0,0
2024-560,Us Open,Hard,128,G,20240826,112,211107,31,,Katie Boulter,R,180.0,GBR,28.0,205925,,Q,Aliaksandra Sasnovich,R,174.0,BLR,30.4,5-7 6-2 6-1,3,R128,145.0,3.0,4.0,99.0,46.0,35.0,26.0,14.0,10.0,13.0,3.0,9.0,76.0,47.0,27.0,11.0,13.0,5.0,11.0,33.0,1715.0,107.0,669.0,0
2024-1005,Rabat,Clay,32,I,20240520,285,202662,,Q,Camilla Rosatello,R,,ITA,28.9,206294,1,,Yue Yuan,R,184.0,CHN,25.6,7-6(7) 1-6 6-4,3,R32,155.0,0.0,4.0,122.0,74.0,41.0,19.0,15.0,9.0,16.0,2.0,1.0,87.0,56.0,37.0,13.0,14.0,3.0,8.0,294.0,236.0,36.0,1442.0,0
2024-2072,Monastir,Hard,32,I,20240909,275,213908,,,Yuriko Miyazaki,R,165.0,GBR,28.8,219917,,,Alycia Parks,R,185.0,USA,23.6,6-3 5-7 6-3,3,R32,,0.0,9.0,89.0,60.0,36.0,14.0,15.0,9.0,15.0,2.0,15.0,104.0,54.0,35.0,16.0,15.0,5.0,13.0,166.0,450.0,114.0,627.0,0
2024-540,Wimbledon,Grass,128,G,20240701,105,211095,,,Bernarda Pera,L,175.0,USA,29.5,215713,,,Anastasia Potapova,R,175.0,RUS,23.2,6-7(4) 6-4 7-6(6),3,R128,170.0,5.0,15.0,139.0,75.0,54.0,31.0,16.0,11.0,14.0,5.0,9.0,125.0,58.0,43.0,33.0,18.0,9.0,13.0,97.0,752.0,41.0,1415.0,0
2024-709,Rome,Clay,128,PM,20240506,289,201458,24,,Victoria Azarenka,R,180.0,BLR,34.7,206289,5,,Maria Sakkari,R,172.0,GRE,28.7,6-4 6-1,3,R16,78.0,0.0,1.0,47.0,37.0,24.0,6.0,8.0,1.0,3.0,2.0,1.0,55.0,27.0,15.0,8.0,9.0,4.0,10.0,24.0,2024.0,8.0,3925.0,0
2024-1077,Jiujiang,Hard,32,I,20241028,292,215872,5,,Kamilla Rakhimova,R,,RUS,23.1,239389,,,Elena Pridankina,R,,RUS,19.1,4-6 6-4 7-5,3,R16,167.0,2.0,2.0,105.0,74.0,39.0,18.0,16.0,4.0,11.0,3.0,10.0,126.0,79.0,48.0,13.0,16.0,9.0,17.0,63.0,990.0,179.0,397.0,0
2022-580,Australian Open,Hard,128,G,20220117,133,220704,,,Clara Tauson,R,182.0,DEN,19.0,206292,,,Astra Sharma,R,178.0,AUS,26.3,6-3 6-4,3,R128,80.0,1.0,0.0,57.0,33.0,24.0,15.0,10.0,3.0,4.0,1.0,2.0,62.0,43.0,24.0,9.0,9.0,3.0,6.0,39.0,1459.0,97.0,806.0,0
2022-2070,Granby,Hard,32,I,20220822,272,216016,,,Xiyu Wang,L,,CHN,21.4,211222,,ALT,Jamie Loeb,R,168.0,USA,27.4,7-6(4) 6-7(5) 6-2,3,R32,164.0,12.0,7.0,108.0,60.0,45.0,24.0,16.0,4.0,7.0,3.0,10.0,109.0,58.0,42.0,21.0,16.0,4.0,9.0,75.0,794.0,257.0,256.0,0
2023-709,Rome,Clay,96,PM,20230508,256,211533,20,,Jelena Ostapenko,R,177.0,LAT,25.9,201514,,,Sorana Cirstea,R,176.0,ROU,33.0,6-3 3-6 6-2,3,R64,134.0,2.0,1.0,99.0,61.0,36.0,23.0,13.0,9.0,13.0,3.0,5.0,106.0,70.0,40.0,14.0,13.0,11.0,17.0,20.0,1795.0,34.0,1293.0,0
2023-2085,Merida,Hard,32,I,20230220,275,204434,,,Ysaline Bonaventure,L,178.0,BEL,28.4,215899,,WC,Simona Waltert,R,,SUI,22.1,4-6 7-5 6-1,3,R32,131.0,2.0,11.0,91.0,51.0,30.0,17.0,14.0,9.0,16.0,2.0,6.0,93.0,63.0,33.0,6.0,15.0,2.0,12.0,95.0,684.0,124.0,547.0,0
2022-2002,Guadalajara,Hard,32,I,20220221,275,211684,,,Magdalena Frech,R,171.0,POL,24.1,213887,,WC,Renata Zarazua,R,,MEX,24.3,7-6(5) 4-6 6-4,3,R32,184.0,6.0,5.0,117.0,67.0,46.0,27.0,16.0,8.0,12.0,1.0,5.0,102.0,63.0,39.0,23.0,16.0,7.0,11.0,97.0,734.0,121.0,558.0,0
2024-1082,Prague,Clay,32,I,20240722,281,202663,4,,Magda Linette,R,171.0,POL,32.4,201621,,Q,Mona Barthel,R,185.0,GER,34.0,7-6(4) 6-4,3,R32,101.0,5.0,2.0,77.0,46.0,33.0,9.0,11.0,7.0,11.0,1.0,7.0,72.0,35.0,18.0,17.0,11.0,0.0,5.0,48.0,1171.0,193.0,386.0,0
2022-609,Indian Wells,Hard,96,P,20220307,232,206420,,,Ekaterina Alexandrova,R,175.0,RUS,27.3,220722,,WC,Elvina Kalieva,R,,USA,18.6,4-6 6-2 7-6(7),3,R128,140.0,4.0,18.0,105.0,48.0,32.0,22.0,15.0,5.0,11.0,5.0,2.0,98.0,55.0,32.0,18.0,15.0,4.0,11.0,52.0,1106.0,317.0,198.0,0
